1;Alta Verapaz
2;Baja Verapaz
3;Chimaltenango
4;Chiquimula
5;Peten
6;El Progreso
7;Quiche
8;Escuintla
9;Guatemala
10;Huehutenango
11;Izabal
12;Jalapa
13;Jutiapa
14;Quetzaltenango
15;Retalhuleu
16;Sacatepequez
17;San Marcos
18;Santa Rosa
19;Solola
20;Suchitepequez
21;Totonicapan
22;Zacapa
